"How do I create, edit, or delete an assistance listing?","To create an assistance listing:1. Sign in to beta.SAM.gov.2. Scroll to the Assistance Listing section and click the “Add a New Listing” or click on “Go to Assistance Listings” and click on “Add Listing.”3. Fill in all of the required information.4. Click on “Submit” to create the new listing.Note: When completing the form, your information will autosave only when you continue to the next page.  If for some reason your session times out, your information will be lost only on the current page you were working in. If you need additional time to complete a section or resume at a later time, you can click on the “done” button and it will save your information.Note: As you continue to move from page to page, you’ll see a green or red status indicator on the left side navigation window informing you of incomplete sections that need to be addressed before you can submit the listing.  Once you have completed all of the required sections, you’ll either have the option to Submit the listing to OMB or to Notify the Assistance Administrator, depending on your Submit permission rights.To edit an assistance listing:1. Sign in to beta.SAM.gov.2. Scroll to the Assistance Listing section and click the “Go to Assistance Listings.”3. Select the listing you want to edit. (By default, your organization’s published listings will be listed in your workspace.  If not, check the “Published” box under status). 4. Select the “Edit” tab to update your listing.5. Edit your desired data, and click “Submit” to save your changes.Note - If there is already a draft of the published version, the system will notify you and take you to that draft version.  Only one draft version can exist for an assistance listing. Once you have completed all of the required sections, you’ll either have the option to Submit the listing to OMB or to Notify the Assistance Administrator, depending on your Submit permission rights.To delete an assistance listing:1. Sign in to beta.SAM.gov.2. Scroll to the Assistance Listing section, and click the “Go to Assistance Listings” button.3. Select the listing you want to delete.4. Click on “Edit” and select “Delete.”5. Confirm that you want to delete the listing by clicking on “Yes.”"
How do I download Contract Opportunities data without using an API?,"If you want to access contract opportunities data and you don&#39;t want to use an API, you can navigate to the Data Bank and download a report.Follow these steps to access the Data Bank:1) Click the three bars at the top of the page, also called the &quot;hamburger&quot; menu, then click &quot;Data Bank.&quot;2) On the top left side menu choose the &quot;contract opportunities&quot; domain.3) On the bottom left side menu, choose a report type.4) Note, you must be logged into your beta.SAM.gov account to view standard and administrative reports.There are no static or ad hoc reports for contract opportunities.You can also download all contract opportunities by clicking the hamburger menu and selecting &quot;Data Services.&quot; From there, click Contract Opportunities, then datagov. Dowload the file called ContractOpportunitiesFullCSV.csv."
How do I drill into contract data reports?,"You can drill into data in administrative, standard, and ad hoc reports. Note that you must be signed in to beta.SAM.gov to access any of these reports.Start by running a report. Right-click on the data that you want to drill into. Right-clicking brings up a menu with a Drill option. Click on Drill, and you will see the levels to which you can drill.Note that you can only drill on report attributes.If you right-click on a metric in the report, the drill option will not appear.By right-clicking on the attribute column header, you will drill into all the data in the report.By right-clicking on an attribtue in a single row, you will drill into only that row.By shift-clicking to select multiple rows, then right-clicking on the selected rows, you can drill into the selected records."
How do I find additional information about beta.SAM.gov?,"Visit the Learning Center in beta.SAM.gov for training and FAQs.  Contact us at FSD.gov if you need further assistance.  We are interested in your feedback.  Please look for the on screen ‘provide feedback’ boxes, and let us know what you think.Additionally, you can keep up to date with beta.SAM.gov news by following our blog on GSA Interact."
How do I find my administrator?,"Click the three bars at the top of the page, also called the &quot;hamburger&quot; menu, then click &quot;Workspace.&quot; Scroll to the User Directory widget and type the name, email, or role of the person you are looking for."
How do I find WDs due to be revised for the Service Contract Act and Davis-Bacon Act?,This information will be available in a future release in beta.SAM.gov.
How do I identify opportunities tied to an inactive office?,"As we moved from the legacy FBO.gov hierarchy to the newbeta.SAM.gov federal hierarchy, some active opportunities are no longer tied to an active federal hierarchy office and require reassignment.Immediately after the transition, you should go to your contract opportunity workspace, click on “Notice Federal Organization” and select” Inactive” to see the list of your active opportunities which are not associated with a valid hierarchy. Open the editor to update the office and publish. After the change, the opportunity will:  Display the new office Update access to all Federal users with roles in that office Be searchable through the federal organizations filters, and  Appear in any reports run for that office."
How do I know if an email is a legitimate U.S. Government email?,"In general, emails from the U.S. Government come from a .gov or a .mil email domain. Look at both the sender’s display name and the sender’s email address. Be cautious of email addresses that are trying to look like Government email addresses, e.g. sam-registration-gov@gsasam.com. If you are suspicious, do not respond or follow any links. If you receive an unsolicited email claiming, or implying, affiliation with the Government (or which a reasonable person could confuse with an official message from the Government), you can:	Forward the email to Federal Trade Commission, specifically its Unsolicited Consumer Emails (UCE) program at spam@uce.gov   	Report the contact to the Federal Bureau of Investigation, specifically its Internet Crime Complaint Center (IC3) https://www.ic3.gov/complaint/default.aspx"
How do I know if I am at the real beta.SAM.gov website?,"<ol>	<li>	<strong>Enter beta.sam.gov into your internet browser&#39;s address bar.&nbsp;</strong>	</li>	<li>	<strong>Select the enter (or return) key to be taken to the secure beta.SAM.gov homepage.</strong>	</li>	<li>	<strong>Inspect the website address. When the page loads, make sure you see this in the address bar:&nbsp; https://beta.sam.gov.<em> Note: Official websites of the U.S. Federal Government, including the General Services Administration will always have the domain [dot]&rdquo;.gov&rdquo; in the URL. For instance <a href=""https://beta.sam.gov/"">beta.sam.gov</a> and <a href=""https://www.fsd.gov"">https:/www.fsd.gov</a>&nbsp;</em></strong>	</li>	<li>	<strong>Inspect the security certificate. This is often represented as a padlock. You can hover over, click on, or otherwise select the padlock to inspect the certificate details.</strong>	<ul>		<li>		<strong>NOTE: The official beta.SAM.gov security certificate is issued by Entrust (the certificate issuing authority) for beta.SAM.gov to the General Services Administration. The current certificate is valid from December 9, 2019 to December 9, 2021.&nbsp;</strong>		</li>	</ul>	</li>	<li>	<strong>If you have any doubt that you are at the official website, contact our supporting Federal Service Desk at https://www.fsd.gov/ for FREE help. </strong>	</li></ol>"
How do I locate and complete the form to request a Collective Bargaining Agreement (CBA) Wage Determination?,This information will be available in a future release in beta.SAM.gov.
How do I locate  the DOL DBA Analyst?,"To locate the DOL DBA Analyst for your state, please select the link below and select the state representing the place of performance. Link to all analysts: http://www.dol.gov/whd/govcontracts/stateassignments.htmYou may also contact the Department of Labor’s Wage and Hour Division at 1-866-487-9243 Monday-Friday 8 a.m. to 5 p.m. for further assistance with your inquiry.  Locate your Department of Labor Wage and Hour Division (WHD) local office at http://www.dol.gov/whd/america2.htm."
How Do I Manage Attachments?,"As a contracting officer or contract specialist, you made add attachments to any notice type. To add an attachment: Go to your workspace and select an active opportunity for the contract opportunity dashboard. Any inactive opportunity will need to be made active again before it can be edited. Start by locating the opportunity that you’d like to edit and click that opportunities' blue title. Located towards the top of each opportunity is an optioncalled ""edit"". If the edit option is disabled, a draft already exists for the post. To open that draft to edit it, select the information icon that says, ""An unpublished draft revision exists for this notice, please click here to view it”."
How do I manage my organization’s CFDA numbers?,"To manage your organization’s CFDA number range and assignment type, the assistance administrator will follow these steps:1. Sign in to beta.SAM.gov.2. Scroll to the “Data Entry” section.  3. Select “CFDA Number Assignment.” 4. Choose the listing you want to edit the CFDA number. 5. Click on “Edit Number Assignment.”6. Click “Submit.”Note: You have two types to choose from, automatic or manual. If automatic is selected, the next available number will be used. The number is generated at the time it’s submitted to OMB. You can also choose the range for your number assignments.  For example, if you want your CFDA numbers to not exceed 100, then you can set the range for 001 to 100.  If manual is selected, you can still set a range and assign a number within that range when entering the Assistance Listing."
How do I migrate my SAM.gov roles to beta.SAM.gov before SAM is integrated into beta?,Legacy SAM.gov roles will automatically be migrated to beta.SAM.gov when the SAM system is integrated into the beta environment. No user action is required for roles to migrate.
How do I obtain an Application Programming Interface (API) key?,"An API key is a unique identifier used to authenticate a user, developer, or calling program to an API.An API key can be generated and accessed for the system account within the System Account Profile page, as these are generally for systems connecting.There is also a way to get a &quot;personal API key&quot; from your profile page.If at any point you clicked to &quot;get an API&quot; in your profile page, you now have a unique identifier for your user account that can be used to authenticate when calling an API.<strong>If you do not connect to or use our API&rsquo;s, you do not need an API key.</strong>"
How do I put a total row on my ad hoc contract data report?,"Once you&#39;ve run the report, go to the Data menu and choose Show Totals. By default, subtotals will be displayed as well. To remove them, go to the Data menu and choose Edit Totals. Uncheck the subtotals and check the grand total."
How do I recognize a phishing email?,"Phishing emails often have these characteristics:* threaten dire consequences - or promises rewards* appear to be from a figure of authority* have a sense of urgency* are unsolicited* ask you to provide sensitive information* ask you to open an attached file, or to install something* impersonate a government system, but use a non-government email addresses such as Gmail or HotmailRefer to US-CERT's Security Tips on Recognizing and Avoiding Email Scams and Avoiding Social Engineering and Phishing Attacks for additional techniques and recommendations."
How do I report suspicious activity connected with my record or user account in one of the IAE systems?,"If you are concerned about potential fraud, suspicious activity, or are requesting an audit of your account activity, contact the Federal Service Desk and describe the activity in detail. You can also describe the suspicious activity to the General Services Administration (GSA) Office of Inspector General at fraudnet@gsaig.gov or call 1(800) 424-5210."
How do I request a role for Assistance Listings?,"Assistance Listing roles are for federal users only. Federal users may request the Assistance User role by following the steps below:1. Sign in to beta.SAM.gov.2. Go to your “Profile” widget on your workspace and select ""Request Roles”.3. Provide your supervisor’s information. This is just for information purposes. Your supervisor will receive an email indicating that you have requested a role but approving authority lies with your agency's Assistance Administrator.4. Select your organization by selecting the ""Advanced"" tab and choosing the sub-tier where you need to manage listings. 5. Select the ""Assistance User"" role from the dropdown.6. Select ""Assistance Listings"" from the domain dropdown.7. Enter comments for your administrator as to why you’re submitting a request. 8. Click “Submit” to start the review and approval process.Note: If you need Assistance Administrator access, provide that in the comments and you Assistance Administrator will have the ability to elevate your rights. Likewise, if you need user permissions at the Department level instead of the sub-tier, you can put that in the comments section."
How do I request to add or update an organization in the beta.SAM.gov Federal Hierarchy?,"Change requests for the beta.SAM.gov Federal Hierarchy (FH) must be vetted through and submitted by an approved Agency FH Administrator. Agency FH Administrators will submit a change request through the Federal Service Desk (fsd.gov) webform and upload the applicable change request form.  The change request forms are provided in the links below and are distinguished by Department/Independent Agency, Sub-Tier and Office.  Also provided in the links below, is a more comprehensive Federal Hierarchy Change Request Quick Start Guide Department Change Request Formhttps://s3.amazonaws.com/falextracts/Documentation/Federal%20Hierarchy/Federal%20Hierarchy%20Form%20Dept%20v5.pdfSub-Tier Agency Change Request Formhttps://s3.amazonaws.com/falextracts/Documentation/Federal%20Hierarchy/Federal%20Hierarchy%20Form%20Sub%20Tier%20v5.pdfOffice Agency Change Request Formhttps://s3.amazonaws.com/falextracts/Documentation/Federal%20Hierarchy/Federal%20Hierarchy%20Form%20Office%20v5.pdfFederal Hierarchy Change Request Quick Start Guidehttps://falextracts.s3.amazonaws.com/Documentation/Manual%20AAC%20_Federal%20Hierarchy%20Request%20Quick%20Start%20Pdf%20v5.pdf"
How do I save contract opportunity searches and receive notifications when my results change?,"To keep track of searches of contract opportunities and receive important notifications about them, log in to your account and begin searching contract opportunities.<strong>To save a search:</strong>&nbsp;1. Scroll to the top of the search results page and click the button labeled &ldquo;Save Search.&rdquo;2. After you click &ldquo;Save Search,&rdquo; a dialog box will appear prompting you to name your search before saving it. Once saved, the name of your search will appear at the top of your search results.3. Note that if you conduct a search for contract opportunities without being logged in, the &ldquo;Save Search&rdquo; button will not appear above your search results.<strong>To view saved searches in your Workspace</strong>:1. Click the three bars in the menu at the top of the page and select &ldquo;Workspace.&rdquo;2. On the Workspace page, under your profile icon, click the magnifying glass labeled &ldquo;Saved Searches&rdquo; to see a list of your saved searches.3. To the left of your saved search list are filters and a keyword search box that you may use to find specific saved searches.4. Click the title of your saved search to view contract opportunities associated with it.<strong>To set up notifications for your saved search</strong>:1. Notifications can be set up within your Workspace. Should you select to be notified, you will receive a daily email when the results of your search have changed since the previous day.2. Go to your list of saved searches. Above and to the right of the title of each saved search is a button labeled &ldquo;Action.&rdquo; Click the Action button and a drop-down menu appears.3. Select the &ldquo;Notify&rdquo; option to begin receiving notifications on your saved search. You may stop notifications by clicking again on the Action button and selecting &ldquo;Stop Notify.&rdquo;4. You may also download, duplicate, delete, or edit the title of your saved search by using the other options available in the Action menu.See these<a href=""https://s3.amazonaws.com/falextracts/Documentation/Search/Save_Searches_and_Notify.pdf""> instructions</a> with screen shots .See a short <a href=""https://beta.sam.gov/cm/videos/detail?id=323"">video</a>&nbsp;that demonstrates these steps."
How do I search for an Archived Contract Opportunity?,Search results  default to Active opportunities. You can include Inactive opportunities by unchecking the ‘Active Status’ filter on the left side navigation.
How do I search opportunities by NAICS or PSC?,"<strong>Option 1</strong>&nbsp;- Using the Keyword Search: Use this option for NAICS codes when you know the full six-digit code you want to search for.1. Select Contract Opportunities next to the search box on the home page, enter the NAICS code you are interested in, and click the search button.2. You&rsquo;ll be taken to the search results, which you can then sort as needed. If you want to search for a different NAICS code, you can use the keywords box on the left.3. Note that this option doesn&rsquo;t work well for PSC codes, as the numbers may be part of a solicitation number, and you may get irrelevant results.<strong>Option 2&nbsp;</strong>- Using the Filters: Use this option for PSCs or when you are not sure of the full NAICS code or want to search a range of codes.1. Select Contract Opportunities next to the search box on the home page, leave the &ldquo;I&rsquo;m looking for&hellip;&rdquo; box blank, and click the Search button.2. Scroll down through the filters until you see the Service Classifications section. NAICS code is the first box under Service Classifications, and PSC is the second.3. Click on the desired field to show a list of the first two digits of the code with their descriptions and select the one that interests you. You can search by a partial code or a full code, and you can select more than one code.4. You can also search by entering the first few numbers of the code to see available completions of the code. Click on your choice.5. Once you have all the options you want selected, press enter to see the results.See these <a href=""https://s3.amazonaws.com/falextracts/Documentation/Search/How_to_Search_by_NAICS-PSC.pdf"">instructions</a> with screen shots.See a short <a href=""https://beta.sam.gov/cm/videos/detail?id=325"">video</a> that demonstrates these steps."
How do I search opportunities by place of performance?,"The default option for searching is by Zip code, but you can also search by state.&nbsp;<strong>Searching by Zip Code</strong>1. To locate the Zip code filter, select Contract Opportunities next to the search box on the home page, leave the &ldquo;I&rsquo;m looking for&hellip;&rdquo; box blank, and click the Search button.2. You&rsquo;ll be taken to a list of all active opportunities. Scroll to the bottom left filters until you see Place of Performance Location. Enter the Zip code you are interested in. You can also enter multiple Zip codes separated by commas.3. Press Enter on your keyboard to see your search results.<strong>Searching by Place of Performance State</strong>You can also search for opportunities by the place of performance state. To do so, you need to display the Place of Performance State filter.1. Select Contract Opportunities next to the search box on the home page, leave the &ldquo;I&rsquo;m looking for&hellip;&rdquo; box blank, and click the Search button.2. Click on the Change Filters button to the upper left of the search results.3. Scroll through the list to Place of Performance State and check the box next to it. Click Update.4. Scroll down to the bottom of the filters on the left. You will now see Place of Performance State as a search option. Enter a state name or abbreviation and click on the state you want to search for opportunities in that state.You can only enter one state at a time into the Place of Performance State filter. You can enter other criteria along with the place of performance state to narrow your results.See these <a href=""https://s3.amazonaws.com/falextracts/Documentation/Search/How_to_Search_by_POP.pdf"">instructions</a> with screen shots.See a short<a href=""https://beta.sam.gov/cm/videos/detail?id=324""> video</a>&nbsp;that demonstrates these steps."
How do I set a System Account Password?,"After your System Account has the status of &ldquo;Published,&rdquo; which means it has received all approvals and can be used to connect, you can create a password of your choosing that must meet the following requirements:<ul>	<li>Be at least 12 characters</li>	<li>Have at least 1 uppercase character</li>	<li>Have at least 1 lowercase character</li>	<li>Have at least 1 numeric digit Have at least 1 special character: !@#$%^&amp;*_+</li></ul>The password can be used as soon as it is submitted to make calls to the site."
How do I set up my account if I am an Administrator for Assistance Listings?,Copy and paste the link below into your browser’s address bar to view a video on how to navigate beta.SAM.gov as an Assistance Administrator for Assistance Listings.  https://www.youtube.com/watch?v=sj6xzNHMBg4&t
How do I share an ad hoc contract data report with someone else?,"Execute the report to be able to share it. You can click the button with three dots above the executed report to share the structure of the report with another user. You can type their email address (or multiple email addresses), and select the permission you want them to have&mdash;e.g., whether they can only execute the report, or whether they can also modify it. Before you click Done, copy the link from the text box above, and email it directly to the user(s) with whom you just shared the report. The system does NOT automatically send a link to run the report. When the recipient receives your email, they can exectue the report from that link. The report still resides in the profile of the person who wrote it, so if the recipient wants their own copy of the report, they can use the Save As function to save a copy of the report to their own profile.<br />&nbsp;"
How do I sign in and sign up on beta.SAM.gov?,Copy and paste the link below into your browser’s address bar to view a video on how to sign in and sign up on beta.SAM.gov. https://youtu.be/2RSiM4fXC7o
How do I sign up for the Interested Vendor List? (IVL),"You must have an account in beta.SAM.gov that is associated with your entity&rsquo;s DUNS number from its registration in the System for Award Management (SAM).The contracting officer is the only person who can determine whether to include an IVL.If the notice has an IVL, a link will be present on the left as the last section in the opportunity. Click &ldquo;Add Me to the Interested Vendors List&rdquo; to be added to the list.Clicking the same button again will remove you from the list.If the government has made the IVL public, you will be able to see all the entities that have added themselves to the list, and others will be able to see your company on the list."
How do I unarchive a listing?,"To unarchive an assistance listing from the archive, follow these steps:1. Sign in to beta.SAM.gov.2. Scroll to the Assistance Listing section and select “Go to Assistance Listings.”3. Select “Archived” from the filtering options.4. Select or search for the listing you want to unarchive.5. Click on the “Action” menu and select unarchive.Note: One reason an agency would want to unarchive a listing is if funding becomes available again for that particular listing. In order to unarchive a program, you must submit an unarchive change request."
How do I view assistance listings submitted to an assistance administrator for draft review?,"To see assistance listings submitted to an assistance administrator for draft review, follow these steps:1. Sign in to beta.SAM.gov.2. Scroll to the “Data Entry” section. 3. You can see the number of listings “Under Draft Review.”Note: Both assistance administrators and assistance users can edit assistance listings that are under “assistance administrator review.” The listing will be editable until it is submitted to an OMB Analyst."
How Large Can a File Attachment Be?,Attachments to Opportunities Notices can be equal to or less than 250MB
How long does it take for actions submitted by a Federal Hierarchy Administrator to be active in the system?,Creation of a new office will not be effective immediately as GSA must assign an available AAC code. An email will inform the Federal Hierarchy Administrator once the new office is effective.   Edits to existing offices are effective immediately.
How long does it take to get approval for a System Account?,"Once the request is completed, GSA will commence the review process. You can check the status of your request in the system account area of your work space. GSA will notify the requestor once the role is approved or disapproved."
How many rows of data can I retrieve in a single contract data report?,"Up to 150,000."
How many years of data can I retrieve in a single contract data report?,Up to 12.
How should an SCA or DBA employee file a laborer complaint?,"An SCA or DBA employee may file a laborer complaint or question with their local U.S. Department of Labor, Wage and Hour Division Office or they may contact the Branch of Wage Determinations, Service Contract at (202) 693-0073 for assistance in obtaining the local Wage and Hour Division’s number.U.S. Department of Labor, Wage and Hour Division Officehttps://www.dol.gov/whd/america2.htm"
I am a Federal user and I do not see my sub-tier or office in the hierarchy what should I do?,"You should contact your organization’s Federal Hierarchy Administrator. You will need to email them directly to request or edit a sub-tier or office. Your agency’s Senior Accountability Officer,  IAE Change Control Board representative, or beta.SAM.gov role administrators should be able to provide the name of your Federal Hierarchy Administrator."
I am an agency contracting officer. Who do I contact for more information regarding labor standards for the Davis-Bacon Act and/or the Service Contract Act contract actions?,"Contracting officers and other agency personnel should contact their Agency Labor Advisor for questions pertaining to the applicability of contract labor standards, or the applicability of SCA or DBA WDs to specific contract actions. Agencies and other interested parties are encouraged to make full use of the library page as well as DOL.gov.Contracting officers employed by federal agencies that have not yet listed an agency labor advisor on the beta.SAM.gov website should contact the senior procurement executive for assistance.You may access the U.S. Department of Labor, Wage and Hour Division's home page at https://www.dol.gov/whd/."
I entered my username and password on a fake beta.sam.gov website. What should I do?,"<strong>Immediately go to the REAL beta.SAM.gov at <a href=""https://beta.sam.gov/"">beta.sam.gov</a>&nbsp;,&nbsp;&nbsp;log in, and change your password.</strong><strong>Update your password at any other website where you reused that same password.&nbsp; <em>Remember, sometimes bad guys want your user credentials (that&rsquo;s your username and password) to try and get into other systems.</em></strong><strong>Get password management tips at <a href=""https://www.us-cert.gov/ncas/tips/ST04-002"">https://www.us-cert.gov/ncas/tips/ST04-002</a>.</strong><strong>Write down as many of the details as you can remember:</strong><ul>	<li><strong><strong>What was the name of the fake website?</strong></strong></li>	<li><strong>How did you get to the fake website?</strong></li>	<li><strong>What was the internet address of the fake website?</strong></li>	<li><strong>What happened when you entered your user credentials?</strong></li>	<li><strong>When did this happen?</strong></li></ul><strong>Contact our supporting Federal Service Desk at <a href=""https://www.fsd.gov"">https://www.fsd.gov</a> and report that you &ldquo;gave your user credentials to a fake website&rdquo; so we can give the information to the GSA security team. They may contact you directly with more questions.&nbsp;</strong>"
"If I am not requesting sensitive or For Official Use Only (FOUO) information, who has to approve my system account?","If a System Account request is submitted without a sensitive or FOUO permission selected it will be reviewed in the following workflows:If a <strong>System Account Manager </strong>submits the request:<ol>	<li>The request will be in &ldquo;Pending Review&rdquo; for a System Account Administrator to have an initial review of the submission.</li>	<li>If approved by the System Account Administrator, the account will move to the &ldquo;Pending Approval&rdquo; state for a GSA Security Approver to review the entirety of the submission for final approval.</li>	<li>If approved by the GSA Security Approver, the submission will enter its final &ldquo;Published&rdquo; state.</li>	<li>If rejected at any stage of the workflow, the request will revert to draft for future submission by the author.</li></ol>If a <strong>System Account Administrato</strong>r submits the request:<p class=""sam-rich-text-editor-indent-a"">The request will be in the &ldquo;Pending Approval&rdquo; state for a GSA Security Approver to review the entirety of the submission for final approval, then proceed from step 3 above."
"If I am requesting a System Account with a sensitive or For Official Use Only (FOUO) permission selected, who has to approve my account?","If a System Account request is submitted with a sensitive or an FOUO permission selected it will be reviewed in the following workflows:If a <strong>System Account Manager</strong> submits the request:<ol>	<li>The request will be in &ldquo;Pending Review&rdquo; for a System Account Administrator to have an initial review of the submission.</li>	<li>If approved by the System Account Administrator, the account will move to the &ldquo;Pending Permissions Approval&rdquo; state for an IAE PMO Administrator to review the permissions selected.</li>	<li>If approved by the IAE PMO Administrator, the account will move to the &ldquo;Pending Approval&rdquo; state for a GSA Security Approver to review the entirety of the submission for final approval.</li>	<li>If approved by the GSA Security Approver the submission will enter its final &ldquo;Published&rdquo; state.</li>	<li>If rejected at any stage of the workflow, the request will revert to draft for future submission by the author.</li></ol>If a <strong>System Account Administrator</strong> submits the request:<p class=""sam-rich-text-editor-indent-a"">The account will move to the &ldquo;Pending Permissions Approval&rdquo; state for an IAE PMO Administrator to review the permissions selected, then will proceed from step 3 above."
"I just received a role, why can’t I see the widgets on my workspace page?","Please log out of your beta.SAM.gov account and then log back in again to view widgets. If the issue persists, contact your administrator."
I'm worried that I responded to a phishing or spear phishing email and believe attackers have access to my information. What can I do?,"If you believe you might have revealed sensitive information about your organization, report it to the appropriate people within your organization, including network administrators. They can be alert for any suspicious or unusual activity.If you believe your financial accounts may be compromised, contact your financial institution immediately and close any accounts that may have been compromised. Watch for any unexplainable charges to your account.Immediately change any passwords you might have revealed. If you used the same password for multiple resources, change it for each account, and do not use that password in the future.Report the incident, including a copy of the email, to the Federal Bureau of Investigation, specifically its Internet Crime Complaint Center (IC3) https://www.ic3.gov/complaint/default.aspx.  Also forward the email to the Federal Trade Commission, specifically its Unsolicited Consumer Emails (UCE) program at spam@uce.gov."
Is contract data on beta.SAM.gov and FPDS.gov synced? When is data refreshed?,"Yes, contract data between FPDS.gov and beta.SAM.gov is synced and is refreshed daily by 9:00 AM Eastern Time."
Is there an appeal process if I receive a conformance request decision and I disagree?,"If you disagree with a conformance request decision, there are several levels of appeal. An interested party may request the Branch of Construction and Wage Determination review any decision made by the Branch. This is referred to as a branch review. All that is required is a letter listing the interested party’s concerns with the decision. Normally, a decision of this type is made within 30 days.Any interested party may also request a review and reconsideration. The wage & hour administrator conducts this review.  Refer to 29 CFR 1.8 & 29 CFR 5.13. Write to:U.S. Department of Labor Wage & Hour Administrator 200 Constitution Avenue, N.W. Washington, D.C. 20210A full statement of the interested party’s position and any information (wage payment data, project description, area practice material, etc.) that the requestor considers relevant to the issue should accompany the request.If the decision of the Administrator is not favorable, an interested party may appeal directly to the department’s Administrative Review Board.  Refer to 29 CFR Part 7. All decisions by the administrative review board are final."
Is there a nationwide SCA WD for the services my contract requires?,"Wage Determinations (WDs) classified as “nationwide” are typically for non-standard occupations, such as hazardous waste removal and river transportation.  Standard WDs cover most standard occupations. The wage rate for each standard occupation depends on the locality of the work being performed. The locality is ordinarily limited geographically to a particular county, cluster of counties, cities, a state, or (under rare circumstances) a region."
Is there a way to download assistance listings data electronically?,"The assistance listings data is available as an electronic download  in order to promote data sharing and provide a way for related government systems to download data reliably and efficiently. The URL is https://beta.sam.gov/data-services and provides users with the ability to download assistance listing data. To find extracts on beta.SAM.gov and download them electronically, please follow these steps:1. Select the “Menu” icon (three horizontal lines) from the gray bar at the top of the site.2. Select “Data Services”.3. Select “Assistance Listings,” and you will see three folders to choose from: datagov, grantsgov, or usaspendinggov. 4. The three folders contain the assistance listings data in multiple different formats. If you were familiar with the electronic download option on the legacy CFDA.gov, the file that you will be most familiar with is located under the “datagov” folder and is called “AssistanceListings_DataGov_PUBLIC_CURRENT.csv”."
It seems like reports are slower in the new contract data reporting tool. Are they?,"If you&rsquo;re running large reports that retrieve more data than was possible in the old tool, it may be slower. The development team will keep an eye on the server performance and make adjustments as necessary. If you have a specific report that is running slowly, but is small, please contact the Federal Service Desk (FSD) via fsd.gov."
"I was an Agency User on CFDA.gov, how do I perform the same duties on beta.SAM.gov?",Copy and paste the link below into your browser’s address bar to view a video on how to navigate beta.SAM.gov as an Assistance User for Assistance Listings. https://www.youtube.com/watch?v=Ft88vwqYhds
"My ad hoc report converted, but it doesn't run correctly. What do I do?","If your report converted, but still does not run correctly, you may contact the Federal Service Desk at FSD.gov to get help to identify and resolve the specific issue with your ad hoc report.Additionally, during the transition period, you can log in to FPDS.gov, check the original report, and take screen shots of your report settings so that you can recreate them in beta.SAM.gov.Eighty-four percent of the existing, saved ad hoc reports that were in FPDS.gov were successfully converted into beta.SAM.gov. A further thirteen percent converted with some issue, such as a complex filter that will have to be recreated."
What are Assistance Listings?,"The federal government provides assistance to the American public in the form of projects, services, and activities. It supports a broad range of assistance listings&mdash;such as education, health care, research, infrastructure, economic development and other assistance listings&mdash;through grants, loans, scholarships, insurance, and other types of financial assistance. beta.SAM.gov provides detailed, public descriptions of federal assistance listings available to state and local governments (including the District of Columbia); federally recognized Indian tribal governments, territories (and possessions) of the United States; domestic public, quasi-public, and private profit and nonprofit organizations and institutions; specialized groups, and individuals. As an entity looking for federal assistance, you can conduct your preliminary planning using beta.SAM.gov. Browse assistance listings across all government agencies to form a &ldquo;big picture&rdquo; of your funding options. Each assistance listing is associated with a unique five digit CFDA (Catalog of Federal Domestic Assistance) number. Once you identify a federal assistance listing that you&rsquo;re interested in, you can link directly to grant opportunities on Grants.gov or follow up with that specific agency using the contact information provided."
What are phishing and spear phishing emails?,"Phishing is the attempt by cyber criminals to obtain sensitive information such as usernames, passwords, and credit card details or other account data, by disguising themselves as trustworthy entities in an electronic communication. Phishing emails attempt to lure victims into providing information through a mix of social engineering and digital communication expertise. Spear phishing emails are targeted to individuals or small groups, and use knowledge about recipients to appear legitimate. Both try to trick you into visiting fake websites, downloading infected files, opening attachments with malware, or providing sensitive information. Result? Attackers could get access to your passwords, credit card details, funds, Personally Identifiable Information (PII), or other sensitive business information."
What are Phishing and Spear Phishing emails?,"Phishing is the attempt by cyber criminals to obtain sensitive information such as usernames, passwords, and credit card details or other account data, by disguising themselves as trustworthy entities in an electronic communication.Phishing emails attempt to lure victims into providing information through a mix of social engineering and digital communication expertise.Spear phishing emails are targeted to individuals or small groups, and use knowledge about recipients to appear legitimate.Both try to trick you into visiting fake websites, downloading infected files, opening attachments with malware, or providing sensitive information.Result: the attackers could get access to your passwords, credit card details, funds, Personally Identifiable Information (PII), or other sensitive business information."
What are some reasons that federal users are unable to migrate their roles?,"If their FBO.gov password is greater than 90 days old, a user will not be able to migrate.  beta.SAM.gov will be unable to match their password to our beta.SAM.gov database as expired passwords were not included in the data transfer from FBO.gov to beta.SAM.gov. A small group of users may be unable to migrate if their password was updated in FBO.gov after 9/30/19 and are attempting to migrate with that updated password prior to 11/8/19.  A complete set of active usernames and passwords will be pulled on 11/9/19 for migrations occurring after 11/11/19.  If a user has successfully migrated before 11/11/19, their account and roles in beta.SAM.gov will remain in effect.  If the organization that the user was linked to in FBO.gov does not exist in beta.SAM.gov hierarchy or is not mapped to the beta.SAM.gov federal hierarchy, roles will not migrate.   If the user has been assigned the same role in beta.SAM.gov, the migration will be blocked. If the user migrated or was assigned a higher level role (e.g. user has contracting officer role but tries to migrate a contract specialist role), the migration will be blocked."
